video,video_path,config_path,frame,timestamp_s,source_fps,bev_width,bev_height,target,target_available,vehicle_center_x,target_x,error_px,error_threshold_px,command,pseudo_left_offset_px,pseudo_right_offset_px,raw_left_detected,raw_right_detected,left_detected,right_detected,left_x_base,right_x_base,pseudo_left_x_base,center_x_base,pseudo_right_x_base,left_confidence,right_confidence,left_curvature,right_curvature,processing_ms,runtime_fps,lane_width_px,error_normalized,steering_raw,steering_filtered,steering_delta,steering_direction,steering_held,steering_saturated,controller_kp,controller_deadband_px,controller_smoothing_alpha,controller_max_step,controller_max_output,controller_hold_missing_frames
video_01,data/raw/test_video.mp4,config/test_video_params.json,444,14.965556,29.858562,480,600,center,1,240.0,299.251337,-59.251337,20.0,DIREITA,20.0,20.0,1,1,1,1,121.58472935652132,476.9179454095869,141.58472935652134,299.2513373830541,456.9179454095869,1.0,1.0,1045.703955432258,3040.7078088080657,172.8829,5.784262,355.333216,-0.333497,-0.266798,-0.253852,-0.004315,DIREITA,0,0,0.8,3.0,0.25,0.08,1.0,10
video_01,data/raw/test_video.mp4,config/test_video_params.json,445,14.998878,29.858562,480,600,center,1,240.0,300.079241,-60.079241,20.0,DIREITA,20.0,20.0,1,1,1,1,122.8227027225947,477.3357796978046,142.8227027225947,300.0792412101996,457.3357796978046,1.0,1.0,1159.016948588025,2815.877302047739,163.7454,6.107042,354.513077,-0.338939,-0.271152,-0.258177,-0.004325,DIREITA,0,0,0.8,3.0,0.25,0.08,1.0,10
video_01,data/raw/test_video.mp4,config/test_video_params.json,446,15.032211,29.858562,480,600,center,1,240.0,300.960049,-60.960049,20.0,DIREITA,20.0,20.0,1,1,1,1,124.03829218577242,477.88180670974,144.03829218577243,300.9600494477562,457.88180670974,1.0,1.0,1296.838425488015,2622.3795129160794,177.3759,5.637744,353.843515,-0.344559,-0.275647,-0.262544,-0.004368,DIREITA,0,0,0.8,3.0,0.25,0.08,1.0,10
video_01,data/raw/test_video.mp4,config/test_video_params.json,447,15.065533,29.858562,480,600,center,1,240.0,301.92738,-61.92738,20.0,DIREITA,20.0,20.0,1,1,1,1,125.30203665240899,478.55272290510624,145.302036652409,301.92737977875765,458.55272290510624,1.0,1.0,1469.5621622249625,2448.1680371197326,168.6875,5.928122,353.250686,-0.350614,-0.280491,-0.267031,-0.004487,DIREITA,0,0,0.8,3.0,0.25,0.08,1.0,10
video_01,data/raw/test_video.mp4,config/test_video_params.json,448,15.098856,29.858562,480,600,center,1,240.0,302.916336,-62.916336,20.0,DIREITA,20.0,20.0,1,1,1,1,126.55971623556623,479.27295564153746,146.5597162355662,302.9163359385518,459.27295564153746,1.0,1.0,1685.904524213793,2294.010974376651,170.7388,5.8569,352.713239,-0.356756,-0.285405,-0.271625,-0.004593,DIREITA,0,0,0.8,3.0,0.25,0.08,1.0,10
video_01,data/raw/test_video.mp4,config/test_video_params.json,449,15.132178,29.858562,480,600,center,1,240.0,303.894976,-63.894976,20.0,DIREITA,20.0,20.0,1,1,1,1,127.73549834736886,480.05445393372577,147.73549834736886,303.8949761405473,460.05445393372577,1.0,1.0,1941.9403777189764,2162.3190827979574,159.8648,6.255286,352.318956,-0.362711,-0.290169,-0.276261,-0.004636,DIREITA,0,0,0.8,3.0,0.25,0.08,1.0,10
video_01,data/raw/test_video.mp4,config/test_video_params.json,450,15.165511,29.858562,480,600,center,1,240.0,304.860397,-64.860397,20.0,DIREITA,20.0,20.0,1,1,1,1,128.83259061322337,480.8882031789884,148.83259061322337,304.86039689610595,460.8882031789884,1.0,1.0,2270.447162594522,2055.2482333341695,181.1812,5.519336,352.055613,-0.368467,-0.294773,-0.280889,-0.004628,DIREITA,0,0,0.8,3.0,0.25,0.08,1.0,10
video_01,data/raw/test_video.mp4,config/test_video_params.json,451,15.198833,29.858562,480,600,center,1,240.0,305.697518,-65.697518,20.0,DIREITA,20.0,20.0,1,1,1,1,129.6525385423804,481.74249694377704,149.6525385423804,305.6975177430787,461.74249694377704,1.0,1.0,2636.38292184559,1963.3345777091574,168.2343,5.944091,352.089958,-0.373186,-0.298549,-0.285304,-0.004415,DIREITA,0,0,0.8,3.0,0.25,0.08,1.0,10
video_01,data/raw/test_video.mp4,config/test_video_params.json,452,15.232156,29.858562,480,600,center,1,240.0,306.450912,-66.450912,20.0,DIREITA,20.0,20.0,1,1,1,1,130.28413641764263,482.61768847110875,150.28413641764263,306.45091244437566,462.61768847110875,1.0,1.0,3076.6800918226854,1890.5607741482584,154.5955,6.468494,352.333552,-0.377205,-0.301764,-0.289419,-0.004115,DIREITA,0,0,0.8,3.0,0.25,0.08,1.0,10
video_01,data/raw/test_video.mp4,config/test_video_params.json,453,15.265489,29.858562,480,600,center,1,240.0,307.074113,-67.074113,20.0,DIREITA,20.0,20.0,1,1,1,1,130.613204936425,483.53502066625094,150.613204936425,307.074112801338,463.53502066625094,1.0,1.0,3559.375313761655,1838.659955727118,178.384,5.605884,352.921816,-0.380107,-0.304086,-0.293086,-0.003667,DIREITA,0,0,0.8,3.0,0.25,0.08,1.0,10
video_01,data/raw/test_video.mp4,config/test_video_params.json,454,15.298811,29.858562,480,600,center,1,240.0,307.517239,-67.517239,20.0,DIREITA,20.0,20.0,1,1,1,1,130.66851795642907,484.3659603483564,150.66851795642907,307.5172391523927,464.3659603483564,1.0,1.0,4135.757061253097,1800.6959407128331,170.1795,5.876148,353.697442,-0.38178,-0.305424,-0.29617,-0.003085,DIREITA,0,0,0.8,3.0,0.25,0.08,1.0,10
video_01,data/raw/test_video.mp4,config/test_video_params.json,455,15.332133,29.858562,480,600,center,1,240.0,307.778456,-67.778456,20.0,DIREITA,20.0,20.0,1,1,1,1,130.34110592484356,485.2158056172167,150.34110592484356,307.77845577103017,465.2158056172167,1.0,1.0,4734.799197377534,1777.6946549481672,189.9636,5.264166,354.8747,-0.381985,-0.305588,-0.298525,-0.002355,DIREITA,0,0,0.8,3.0,0.25,0.08,1.0,10
video_01,data/raw/test_video.mp4,config/test_video_params.json,456,15.365467,29.858562,480,600,center,1,240.0,307.867962,-67.867962,20.0,DIREITA,20.0,20.0,1,1,1,1,129.72778971264106,486.00813458860205,149.72778971264106,307.86796215062157,466.00813458860205,1.0,1.0,5344.566909681472,1766.3962512920623,182.6307,5.475531,356.280345,-0.380981,-0.304785,-0.30009,-0.001565,DIREITA,0,0,0.8,3.0,0.25,0.08,1.0,10
video_01,data/raw/test_video.mp4,config/test_video_params.json,457,15.398789,29.858562,480,600,center,1,240.0,307.908022,-67.908022,20.0,DIREITA,20.0,20.0,1,1,1,1,128.99572605101213,486.8203174793596,148.99572605101213,307.9080217651858,466.8203174793596,1.0,1.0,5970.122543356601,1770.318146330037,162.8262,6.141518,357.824591,-0.37956,-0.303648,-0.300979,-0.00089,DIREITA,0,0,0.8,3.0,0.25,0.08,1.0,10
video_01,data/raw/test_video.mp4,config/test_video_params.json,458,15.432111,29.858562,480,600,center,1,240.0,307.871159,-67.871159,20.0,DIREITA,20.0,20.0,1,1,1,1,128.04302256073387,487.69929606677385,148.04302256073385,307.8711593137538,467.69929606677385,1.0,1.0,6576.740692729544,1794.3263150521284,166.976,5.988885,359.656274,-0.377422,-0.301938,-0.301219,-0.00024,DIREITA,0,0,0.8,3.0,0.25,0.08,1.0,10
video_01,data/raw/test_video.mp4,config/test_video_params.json,459,15.465433,29.858562,480,600,center,1,240.0,307.816464,-67.816464,20.0,DIREITA,20.0,20.0,1,1,1,1,127.05060471763271,488.5823232983073,147.0506047176327,307.81646400797,468.5823232983073,1.0,1.0,7316.52940108427,1833.5076405549062,168.3992,5.93827,361.531719,-0.375162,-0.30013,-0.300947,0.000272,DIREITA,0,0,0.8,3.0,0.25,0.08,1.0,10
video_01,data/raw/test_video.mp4,config/test_video_params.json,460,15.498767,29.858562,480,600,center,1,240.0,307.639109,-67.639109,20.0,DIREITA,20.0,20.0,1,1,1,1,125.86940290608402,489.40881470824274,145.86940290608402,307.6391088071634,469.40881470824274,1.0,1.0,8207.217649319402,1892.7760723670422,183.9981,5.434839,363.539412,-0.372114,-0.297691,-0.300133,0.000814,DIREITA,0,0,0.8,3.0,0.25,0.08,1.0,10
video_01,data/raw/test_video.mp4,config/test_video_params.json,461,15.532089,29.858562,480,600,center,1,240.0,307.630753,-67.630753,20.0,DIREITA,20.0,20.0,1,1,1,1,124.79524316162927,490.46626208160774,144.7952431616293,307.6307526216185,470.46626208160774,1.0,1.0,9913.645676842774,1999.8007122042395,173.4618,5.764958,365.671019,-0.369899,-0.29592,-0.299079,0.001053,DIREITA,0,0,0.8,3.0,0.25,0.08,1.0,10
video_01,data/raw/test_video.mp4,config/test_video_params.json,462,15.565411,29.858562,480,600,center,1,240.0,307.264017,-67.264017,20.0,DIREITA,20.0,20.0,1,1,1,1,123.35420824091045,491.17382585926316,143.35420824091045,307.26401705008686,471.17382585926316,1.0,1.0,11920.932606970102,2118.454942283368,187.2423,5.340674,367.819618,-0.365745,-0.292596,-0.297459,0.001621,DIREITA,0,0,0.8,3.0,0.25,0.08,1.0,10
video_01,data/raw/test_video.mp4,config/test_video_params.json,463,15.598744,29.858562,480,600,center,1,240.0,306.982999,-66.982999,20.0,DIREITA,20.0,20.0,1,1,1,1,122.07096497549338,491.895032456701,142.07096497549338,306.9829987160972,471.895032456701,1.0,1.0,15620.857582088121,2285.2722915698414,166.4411,6.008131,369.824067,-0.362243,-0.289794,-0.295542,0.001916,DIREITA,0,0,0.8,3.0,0.25,0.08,1.0,10
video_01,data/raw/test_video.mp4,config/test_video_params.json,464,15.632067,29.858562,480,600,center,1,240.0,306.598875,-66.598875,20.0,DIREITA,20.0,20.0,1,1,1,1,120.85548531350251,492.3422637439729,140.85548531350253,306.5988745287377,472.3422637439729,1.0,1.0,22036.786198831796,2476.489914592207,188.2648,5.311667,371.486778,-0.358553,-0.286843,-0.293367,0.002175,DIREITA,0,0,0.8,3.0,0.25,0.08,1.0,10
video_01,data/raw/test_video.mp4,config/test_video_params.json,465,15.665389,29.858562,480,600,center,1,240.0,306.151819,-66.151819,20.0,DIREITA,20.0,20.0,1,1,1,1,119.64064578736682,492.6629924696963,139.64064578736682,306.15181912853154,472.6629924696963,1.0,1.0,32664.025388695714,2697.0419617965963,168.6193,5.930519,373.022347,-0.35468,-0.283744,-0.290962,0.002406,DIREITA,0,0,0.8,3.0,0.25,0.08,1.0,10
video_01,data/raw/test_video.mp4,config/test_video_params.json,466,15.698711,29.858562,480,600,center,1,240.0,305.625499,-65.625499,20.0,DIREITA,20.0,20.0,1,1,1,1,118.419333560417,492.83166364440933,138.41933356041702,305.6254986024132,472.83166364440933,1.0,1.0,43679.35141632925,2926.9267783080923,182.6932,5.473657,374.41233,-0.350552,-0.280442,-0.288332,0.00263,DIREITA,0,0,0.8,3.0,0.25,0.08,1.0,10
video_01,data/raw/test_video.mp4,config/test_video_params.json,467,15.732044,29.858562,480,600,center,1,240.0,305.410213,-65.410213,20.0,DIREITA,20.0,20.0,1,1,1,1,117.68199031271746,493.13843540618797,137.68199031271746,305.4102128594527,473.13843540618797,1.0,1.0,70830.32156171101,3186.756050117968,161.5757,6.189049,375.456445,-0.34843,-0.278744,-0.285935,0.002397,DIREITA,0,0,0.8,3.0,0.25,0.08,1.0,10
video_01,data/raw/test_video.mp4,config/test_video_params.json,468,15.765367,29.858562,480,600,center,1,240.0,305.355241,-65.355241,20.0,DIREITA,20.0,20.0,1,1,1,1,117.20944484143872,493.50103728581496,137.2094448414387,305.35524106362686,473.50103728581496,1.0,1.0,144257.16260721322,3460.2729378613276,163.667,6.109967,376.291592,-0.347365,-0.277892,-0.283924,0.002011,DIREITA,0,0,0.8,3.0,0.25,0.08,1.0,10
video_01,data/raw/test_video.mp4,config/test_video_params.json,469,15.798689,29.858562,480,600,center,1,240.0,305.427433,-65.427433,20.0,DIREITA,20.0,20.0,1,1,1,1,117.01055288458014,493.84431339036627,137.01055288458014,305.4274331374732,473.84431339036627,1.0,1.0,999999.0,3736.5960615332333,165.045,6.058954,376.833761,-0.347248,-0.277799,-0.282393,0.001531,DIREITA,0,0,0.8,3.0,0.25,0.08,1.0,10
video_01,data/raw/test_video.mp4,config/test_video_params.json,470,15.832022,29.858562,480,600,center,1,240.0,305.597844,-65.597844,20.0,DIREITA,20.0,20.0,1,1,1,1,116.86249984310498,494.333187274937,136.86249984310498,305.597843559021,474.333187274937,1.0,1.0,338814.8698624614,4069.5338850754633,202.5076,4.938086,377.470687,-0.347565,-0.278052,-0.281308,0.001085,DIREITA,0,0,0.8,3.0,0.25,0.08,1.0,10
video_01,data/raw/test_video.mp4,config/test_video_params.json,471,15.857011,29.858562,480,600,center,1,240.0,306.224956,-66.224956,20.0,DIREITA,20.0,20.0,1,1,1,1,117.3051350013381,495.1447773446543,137.3051350013381,306.2249561729962,475.1447773446543,1.0,1.0,157655.4737119642,4409.8924925585015,168.0264,5.951446,377.839642,-0.350545,-0.280436,-0.28109,0.000218,DIREITA,0,0,0.8,3.0,0.25,0.08,1.0,10
video_01,data/raw/test_video.mp4,config/test_video_params.json,472,15.890333,29.858562,480,600,center,1,240.0,306.998288,-66.998288,20.0,DIREITA,20.0,20.0,1,1,1,1,118.0780512353058,495.91852455955404,138.0780512353058,306.9982878974299,475.91852455955404,1.0,1.0,98136.09111585404,4688.566340330212,171.712,5.823705,377.840473,-0.354638,-0.28371,-0.281745,-0.000655,DIREITA,0,0,0.8,3.0,0.25,0.08,1.0,10
video_01,data/raw/test_video.mp4,config/test_video_params.json,473,15.923656,29.858562,480,600,center,1,240.0,307.945823,-67.945823,20.0,DIREITA,20.0,20.0,1,1,1,1,119.07291050354218,496.81873604101963,139.07291050354218,307.9458232722809,476.81873604101963,1.0,1.0,77313.85765433214,4965.0119003998625,185.0228,5.404739,377.745826,-0.359744,-0.287795,-0.283257,-0.001512,DIREITA,0,0,0.8,3.0,0.25,0.08,1.0,10
video_01,data/raw/test_video.mp4,config/test_video_params.json,474,15.965322,29.858562,480,600,center,1,240.0,308.850278,-68.850278,20.0,DIREITA,20.0,20.0,1,1,1,1,120.04352804101836,497.657027180752,140.04352804101836,308.8502776108852,477.657027180752,1.0,1.0,63476.480416612794,5205.156903587852,183.2335,5.457517,377.613499,-0.36466,-0.291728,-0.285375,-0.002118,DIREITA,0,0,0.8,3.0,0.25,0.08,1.0,10
video_01,data/raw/test_video.mp4,config/test_video_params.json,475,15.998644,29.858562,480,600,center,1,240.0,309.643314,-69.643314,20.0,DIREITA,20.0,20.0,1,1,1,1,120.9921907105286,498.2944381333291,140.9921907105286,309.64331442192884,478.2944381333291,1.0,1.0,57117.339684224295,5317.446693295338,183.65,5.44514,377.302247,-0.369165,-0.295332,-0.287864,-0.002489,DIREITA,0,0,0.8,3.0,0.25,0.08,1.0,10
video_01,data/raw/test_video.mp4,config/test_video_params.json,476,16.031967,29.858562,480,600,center,1,240.0,310.434705,-70.434705,20.0,DIREITA,20.0,20.0,1,1,1,1,121.93968809779247,498.9297217854512,141.93968809779247,310.4347049416218,478.9297217854512,1.0,1.0,49542.812507968294,5418.955813843208,173.1358,5.775813,376.990034,-0.373669,-0.298935,-0.290632,-0.002768,DIREITA,0,0,0.8,3.0,0.25,0.08,1.0,10
video_01,data/raw/test_video.mp4,config/test_video_params.json,477,16.0653,29.858562,480,600,center,1,240.0,311.055768,-71.055768,20.0,DIREITA,20.0,20.0,1,1,1,1,122.71279367264734,499.39874241830034,142.71279367264734,311.0557680454738,479.39874241830034,1.0,1.0,45946.57694779088,5481.115851013368,160.311,6.237875,376.685949,-0.377268,-0.301814,-0.293428,-0.002796,DIREITA,0,0,0.8,3.0,0.25,0.08,1.0,10
video_01,data/raw/test_video.mp4,config/test_video_params.json,478,16.098622,29.858562,480,600,center,1,240.0,311.537689,-71.537689,20.0,DIREITA,20.0,20.0,1,1,1,1,123.25167254574703,499.8237046296411,143.25167254574703,311.53768858769405,479.8237046296411,1.0,1.0,42503.9053950134,5592.23977813956,186.442,5.363598,376.572032,-0.379942,-0.303953,-0.296059,-0.002631,DIREITA,0,0,0.8,3.0,0.25,0.08,1.0,10
video_01,data/raw/test_video.mp4,config/test_video_params.json,479,16.131944,29.858562,480,600,center,1,240.0,311.742663,-71.742663,20.0,DIREITA,20.0,20.0,1,1,1,1,123.42644457117551,500.05888182791824,143.42644457117552,311.7426631995469,480.05888182791824,1.0,1.0,40723.02502732537,5711.324091447304,185.0791,5.403095,376.632437,-0.380969,-0.304775,-0.298238,-0.002179,DIREITA,0,0,0.8,3.0,0.25,0.08,1.0,10
video_01,data/raw/test_video.mp4,config/test_video_params.json,480,16.165278,29.858562,480,600,center,1,240.0,311.667364,-71.667364,20.0,DIREITA,20.0,20.0,1,1,1,1,123.26261408139992,500.07211429452,143.26261408139993,311.66736418795995,480.07211429452,1.0,1.0,41164.962941551275,5828.694099104872,176.0741,5.679427,376.8095,-0.38039,-0.304312,-0.299757,-0.001519,DIREITA,0,0,0.8,3.0,0.25,0.08,1.0,10
video_01,data/raw/test_video.mp4,config/test_video_params.json,481,16.1986,29.858562,480,600,center,1,240.0,311.311843,-71.311843,20.0,DIREITA,20.0,20.0,1,1,1,1,122.81328680648579,499.81039988458434,142.8132868064858,311.31184334553507,479.81039988458434,1.0,1.0,41151.66227743186,5905.433912269872,182.4955,5.479587,376.997113,-0.378315,-0.302652,-0.30048,-0.000724,DIREITA,0,0,0.8,3.0,0.25,0.08,1.0,10
video_01,data/raw/test_video.mp4,config/test_video_params.json,482,16.231922,29.858562,480,600,center,1,240.0,310.768347,-70.768347,20.0,DIREITA,20.0,20.0,1,1,1,1,122.11342616191611,499.4232671638956,142.1134261619161,310.76834666290586,479.4232671638956,1.0,1.0,42151.486700517155,5996.15421343447,165.5283,6.041263,377.309841,-0.375121,-0.300096,-0.300384,9.6e-05,DIREITA,0,0,0.8,3.0,0.25,0.08,1.0,10
video_01,data/raw/test_video.mp4,config/test_video_params.json,483,16.265244,29.858562,480,600,center,1,240.0,310.121758,-70.121758,20.0,DIREITA,20.0,20.0,1,1,1,1,121.27097045742526,498.97254648651744,141.27097045742528,310.12175847197136,478.97254648651744,1.0,1.0,43712.904804871774,6212.718449939252,177.485,5.634279,377.701576,-0.371308,-0.297046,-0.29955,0.000835,DIREITA,0,0,0.8,3.0,0.25,0.08,1.0,10
video_01,data/raw/test_video.mp4,config/test_video_params.json,484,16.298578,29.858562,480,600,center,1,240.0,309.362775,-69.362775,20.0,DIREITA,20.0,20.0,1,1,1,1,120.30748451927849,498.4180664362359,140.3074845192785,309.3627754777572,478.4180664362359,1.0,1.0,48264.310105257595,6609.901663687193,167.9931,5.952625,378.110582,-0.366891,-0.293513,-0.298041,0.001509,DIREITA,0,0,0.8,3.0,0.25,0.08,1.0,10
video_01,data/raw/test_video.mp4,config/test_video_params.json,485,16.3319,29.858562,480,600,center,1,240.0,308.41806,-68.41806,20.0,DIREITA,20.0,20.0,1,1,1,1,119.26998004765777,497.5661394953946,139.26998004765778,308.4180597715262,477.5661394953946,1.0,1.0,58162.601526004975,6992.187440229784,166.6573,6.000337,378.296159,-0.361717,-0.289374,-0.295874,0.002167,DIREITA,0,0,0.8,3.0,0.25,0.08,1.0,10
video_01,data/raw/test_video.mp4,config/test_video_params.json,486,16.365222,29.858562,480,600,center,1,240.0,307.387557,-67.387557,20.0,DIREITA,20.0,20.0,1,1,1,1,118.20124355647596,496.5738703834305,138.20124355647596,307.3875569699532,476.5738703834305,1.0,1.0,78951.06918795443,7416.346238113817,179.1798,5.580986,378.372627,-0.356197,-0.284957,-0.293145,0.002729,DIREITA,0,0,0.8,3.0,0.25,0.08,1.0,10
video_01,data/raw/test_video.mp4,config/test_video_params.json,487,16.398556,29.858562,480,600,center,1,240.0,306.300962,-66.300962,20.0,DIREITA,20.0,20.0,1,1,1,1,117.10319434911105,495.4987294892027,137.10319434911105,306.30096191915686,475.4987294892027,1.0,1.0,122828.38194060029,7896.260317046068,161.2588,6.201212,378.395535,-0.350432,-0.280346,-0.289945,0.0032,DIREITA,0,0,0.8,3.0,0.25,0.08,1.0,10
video_01,data/raw/test_video.mp4,config/test_video_params.json,488,16.431878,29.858562,480,600,center,1,240.0,305.143342,-65.143342,20.0,DIREITA,20.0,20.0,1,1,1,1,116.00291375608697,494.283770796903,136.00291375608697,305.143342276495,474.283770796903,1.0,1.0,320339.85387607245,8534.707764523344,176.0478,5.680275,378.280857,-0.344418,-0.275534,-0.286342,0.003603,DIREITA,0,0,0.8,3.0,0.25,0.08,1.0,10
video_01,data/raw/test_video.mp4,config/test_video_params.json,489,16.4652,29.858562,480,600,center,1,240.0,303.851124,-63.851124,20.0,DIREITA,20.0,20.0,1,1,1,1,114.89156247168543,492.8106852166027,134.89156247168543,303.85112384414407,472.8106852166027,1.0,1.0,641809.1865812676,9304.088159636294,167.0109,5.987633,377.919123,-0.337909,-0.270327,-0.282339,0.004004,DIREITA,0,0,0.8,3.0,0.25,0.08,1.0,10
video_01,data/raw/test_video.mp4,config/test_video_params.json,490,16.498533,29.858562,480,600,center,1,240.0,302.462134,-62.462134,20.0,DIREITA,20.0,20.0,1,1,1,1,113.83321003125528,491.09105782467344,133.83321003125528,302.4621339279643,471.09105782467344,1.0,1.0,161768.01227286155,10106.696311498874,172.9282,5.782747,377.257848,-0.331138,-0.26491,-0.277981,0.004357,DIREITA,0,0,0.8,3.0,0.25,0.08,1.0,10
video_01,data/raw/test_video.mp4,config/test_video_params.json,491,16.531856,29.858562,480,600,center,1,240.0,301.231142,-61.231142,20.0,DIREITA,20.0,20.0,1,1,1,1,112.99877613724671,489.4635087165661,132.9987761372467,301.23114242690644,469.4635087165661,1.0,1.0,83977.11108721179,11003.418931484213,173.2795,5.771023,376.464733,-0.325296,-0.260236,-0.273545,0.004436,DIREITA,0,0,0.8,3.0,0.25,0.08,1.0,10
video_01,data/raw/test_video.mp4,config/test_video_params.json,492,16.565178,29.858562,480,600,center,1,240.0,300.132236,-60.132236,20.0,DIREITA,20.0,20.0,1,1,1,1,112.41487261108756,487.8495984928137,132.41487261108756,300.13223555195066,467.8495984928137,1.0,1.0,56740.37047068353,11739.756746593159,169.3762,5.904017,375.434726,-0.320334,-0.256267,-0.269226,0.00432,DIREITA,0,0,0.8,3.0,0.25,0.08,1.0,10
video_01,data/raw/test_video.mp4,config/test_video_params.json,493,16.5985,29.858562,480,600,center,1,240.0,299.249954,-59.249954,20.0,DIREITA,20.0,20.0,1,1,1,1,112.09986532850154,486.4000422490979,132.09986532850155,299.2499537887997,466.4000422490979,1.0,1.0,47442.0352549981,12656.4536268591,169.2756,5.907526,374.300177,-0.316591,-0.253272,-0.265237,0.003988,DIREITA,0,0,0.8,3.0,0.25,0.08,1.0,10
video_01,data/raw/test_video.mp4,config/test_video_params.json,494,16.631833,29.858562,480,600,center,1,240.0,298.514044,-58.514044,20.0,DIREITA,20.0,20.0,1,1,1,1,111.92637781447988,485.101710742525,131.92637781447988,298.5140442785024,465.101710742525,1.0,1.0,42266.22546572599,13781.3448247044,174.0933,5.744046,373.175333,-0.313601,-0.250881,-0.261648,0.003589,DIREITA,0,0,0.8,3.0,0.25,0.08,1.0,10
video_01,data/raw/test_video.mp4,config/test_video_params.json,495,16.665156,29.858562,480,600,center,1,240.0,297.892395,-57.892395,20.0,DIREITA,20.0,20.0,1,1,1,1,111.91368379984394,483.87110658428884,131.91368379984394,297.8923951920664,463.87110658428884,1.0,1.0,39783.09486070149,14741.023677887517,169.5605,5.8976,371.957423,-0.311285,-0.249028,-0.258493,0.003155,DIREITA,0,0,0.8,3.0,0.25,0.08,1.0,10
video_01,data/raw/test_video.mp4,config/test_video_params.json,496,16.698478,29.858562,480,600,center,1,240.0,297.333336,-57.333336,20.0,DIREITA,20.0,20.0,1,1,1,1,112.01139577956148,482.65527657228415,132.0113957795615,297.3333361759228,462.65527657228415,1.0,1.0,36440.84249389265,15153.925728326292,177.8593,5.622422,370.643881,-0.309372,-0.247497,-0.255744,0.002749,DIREITA,0,0,0.8,3.0,0.25,0.08,1.0,10
video_01,data/raw/test_video.mp4,config/test_video_params.json,497,16.731811,29.858562,480,600,center,1,240.0,296.848544,-56.848544,20.0,DIREITA,20.0,20.0,1,1,1,1,112.14576008737498,481.55132736995114,132.14576008737498,296.84854372866306,461.55132736995114,1.0,1.0,31495.265290977375,15323.021335173804,169.2585,5.908123,369.405567,-0.307784,-0.246227,-0.253365,0.002379,DIREITA,0,0,0.8,3.0,0.25,0.08,1.0,10
video_01,data/raw/test_video.mp4,config/test_video_params.json,498,16.765133,29.858562,480,600,center,1,240.0,296.418393,-56.418393,20.0,DIREITA,20.0,20.0,1,1,1,1,112.29322978439397,480.54355626719905,132.29322978439396,296.4183930257965,460.54355626719905,1.0,1.0,28079.141812611466,15229.367405794725,172.2153,5.806685,368.250326,-0.306413,-0.245131,-0.251306,0.002059,DIREITA,0,0,0.8,3.0,0.25,0.08,1.0,10
video_01,data/raw/test_video.mp4,config/test_video_params.json,499,16.798456,29.858562,480,600,center,1,240.0,296.097072,-56.097072,20.0,DIREITA,20.0,20.0,1,1,1,1,112.48663285764286,479.7075117578643,132.48663285764286,296.0970723077536,459.7075117578643,1.0,1.0,26338.136767341555,15101.042787422159,173.2203,5.772995,367.220879,-0.305522,-0.244418,-0.249584,0.001722,DIREITA,0,0,0.8,3.0,0.25,0.08,1.0,10
video_01,data/raw/test_video.mp4,config/test_video_params.json,500,16.831789,29.858562,480,600,center,1,240.0,295.804606,-55.804606,20.0,DIREITA,20.0,20.0,1,1,1,1,112.65252867377819,478.95668345466754,132.6525286737782,295.80460606422287,458.95668345466754,1.0,1.0,25328.03340166057,14866.0263825697,174.4421,5.732561,366.304155,-0.30469,-0.243752,-0.248126,0.001458,DIREITA,0,0,0.8,3.0,0.25,0.08,1.0,10
video_01,data/raw/test_video.mp4,config/test_video_params.json,501,16.865111,29.858562,480,600,center,1,240.0,295.526561,-55.526561,20.0,DIREITA,20.0,20.0,1,1,1,1,112.73684496085298,478.3162770419127,132.73684496085298,295.52656100138285,458.3162770419127,1.0,1.0,25910.400744717695,14908.914544041778,167.9746,5.953281,365.579432,-0.303773,-0.243018,-0.246849,0.001277,DIREITA,0,0,0.8,3.0,0.25,0.08,1.0,10
video_01,data/raw/test_video.mp4,config/test_video_params.json,502,16.898433,29.858562,480,600,center,1,240.0,295.127957,-55.127957,20.0,DIREITA,20.0,20.0,1,1,1,1,112.60098112106579,477.6549320430273,132.6009811210658,295.1279565820466,457.6549320430273,1.0,1.0,25260.025649559095,15056.207008167074,171.3308,5.836662,365.053951,-0.302026,-0.241621,-0.245542,0.001307,DIREITA,0,0,0.8,3.0,0.25,0.08,1.0,10
video_01,data/raw/test_video.mp4,config/test_video_params.json,503,16.931756,29.858562,480,600,center,1,240.0,294.621249,-54.621249,20.0,DIREITA,20.0,20.0,1,1,1,1,112.25279374621647,476.98970429434337,132.25279374621647,294.62124902027995,456.98970429434337,1.0,1.0,24540.98920272732,15646.572856194103,166.9265,5.990661,364.736911,-0.29951,-0.239608,-0.244059,0.001483,DIREITA,0,0,0.8,3.0,0.25,0.08,1.0,10
video_01,data/raw/test_video.mp4,config/test_video_params.json,504,16.965089,29.858562,480,600,center,1,240.0,294.013095,-54.013095,20.0,DIREITA,20.0,20.0,1,1,1,1,111.7225771847941,476.30361223908557,131.7225771847941,294.01309471193986,456.30361223908557,1.0,1.0,24129.73802659575,16763.800234314338,180.3502,5.544768,364.581035,-0.296302,-0.237042,-0.242304,0.001754,DIREITA,0,0,0.8,3.0,0.25,0.08,1.0,10
