video,video_path,config_path,frame,timestamp_s,source_fps,bev_width,bev_height,target,target_available,vehicle_center_x,target_x,error_px,error_threshold_px,command,pseudo_left_offset_px,pseudo_right_offset_px,raw_left_detected,raw_right_detected,left_detected,right_detected,left_x_base,right_x_base,pseudo_left_x_base,center_x_base,pseudo_right_x_base,left_confidence,right_confidence,left_curvature,right_curvature,processing_ms,runtime_fps
video_01,data/raw/test_video.mp4,config/test_video_params.json,64,2.301867,29.858562,480,600,center,1,240.0,255.699163,-15.699163,20.0,RETO,20.0,20.0,1,1,1,1,92.62441030349147,418.773916110016,112.62441030349147,255.69916320675375,398.773916110016,1.0,1.0,1043.3245557077419,360835.8777972037,174.1296,5.742849
video_01,data/raw/test_video.mp4,config/test_video_params.json,65,2.335189,29.858562,480,600,center,1,240.0,255.41359,-15.41359,20.0,RETO,20.0,20.0,1,1,1,1,91.6170591305364,419.21012065033045,111.6170591305364,255.41358989043343,399.21012065033045,1.0,1.0,997.8105923488799,289483.27113415004,203.5149,4.913645
video_01,data/raw/test_video.mp4,config/test_video_params.json,66,2.368511,29.858562,480,600,center,1,240.0,255.215031,-15.215031,20.0,RETO,20.0,20.0,1,1,1,1,90.81269251757992,419.617369233932,110.81269251757992,255.21503087575593,399.617369233932,1.0,1.0,963.0618912650261,295943.8089706616,223.7808,4.468659
video_01,data/raw/test_video.mp4,config/test_video_params.json,67,2.401844,29.858562,480,600,center,1,240.0,255.04492,-15.04492,20.0,RETO,20.0,20.0,1,1,1,1,90.1728690107085,419.91697066183997,110.1728690107085,255.04491983627423,399.91697066183997,1.0,1.0,932.0853756144814,383208.5585918761,205.0157,4.877675
video_01,data/raw/test_video.mp4,config/test_video_params.json,68,2.435167,29.858562,480,600,center,1,240.0,254.908124,-14.908124,20.0,RETO,20.0,20.0,1,1,1,1,89.71685278758216,420.09939507311697,109.71685278758216,254.90812393034957,400.09939507311697,1.0,1.0,902.3560897064092,643424.781171913,208.9805,4.785135
video_01,data/raw/test_video.mp4,config/test_video_params.json,69,2.468489,29.858562,480,600,center,1,240.0,254.727608,-14.727608,20.0,RETO,20.0,20.0,1,1,1,1,89.4136217579138,420.0415944797203,109.4136217579138,254.72760811881705,400.0415944797203,1.0,1.0,874.2251472850993,999999.0,214.428,4.66357
video_01,data/raw/test_video.mp4,config/test_video_params.json,70,2.501822,29.858562,480,600,center,1,240.0,254.554281,-14.554281,20.0,RETO,20.0,20.0,1,1,1,1,89.34113713637191,419.7674254779506,109.34113713637191,254.5542813071613,399.7674254779506,1.0,1.0,848.5869961866125,999999.0,208.3749,4.799042
video_01,data/raw/test_video.mp4,config/test_video_params.json,71,2.535144,29.858562,480,600,center,1,240.0,254.462114,-14.462114,20.0,RETO,20.0,20.0,1,1,1,1,89.5357097744268,419.3885176879579,109.5357097744268,254.46211373119235,399.3885176879579,1.0,1.0,826.0587124549626,999999.0,205.6832,4.861846
video_01,data/raw/test_video.mp4,config/test_video_params.json,72,2.568467,29.858562,480,600,center,1,240.0,254.458962,-14.458962,20.0,RETO,20.0,20.0,1,1,1,1,89.97028880335901,418.9476342850738,109.97028880335901,254.4589615442164,398.9476342850738,1.0,1.0,806.797868239385,999999.0,196.8102,5.081037
video_01,data/raw/test_video.mp4,config/test_video_params.json,73,2.601789,29.858562,480,600,center,1,240.0,254.509357,-14.509357,20.0,RETO,20.0,20.0,1,1,1,1,90.59531455794604,418.4233994821116,110.59531455794604,254.50935702002883,398.4233994821116,1.0,1.0,791.0404972726468,622736.3999106751,206.2519,4.84844
video_01,data/raw/test_video.mp4,config/test_video_params.json,74,2.635122,29.858562,480,600,center,1,240.0,254.605149,-14.605149,20.0,RETO,20.0,20.0,1,1,1,1,91.40902044111077,417.8012777670153,111.40902044111077,254.60514910406306,397.8012777670153,1.0,1.0,778.6479809172894,463085.27839694766,186.1227,5.3728
video_01,data/raw/test_video.mp4,config/test_video_params.json,75,2.668444,29.858562,480,600,center,1,240.0,254.718443,-14.718443,20.0,RETO,20.0,20.0,1,1,1,1,92.29211258119965,417.1447733397637,112.29211258119965,254.71844296048164,397.1447733397637,1.0,1.0,768.6432850305788,408316.5863895607,185.3292,5.395804
video_01,data/raw/test_video.mp4,config/test_video_params.json,76,2.701767,29.858562,480,600,center,1,240.0,254.913109,-14.913109,20.0,RETO,20.0,20.0,1,1,1,1,93.33486705096568,416.4913507457834,113.33486705096568,254.91310889837456,396.4913507457834,1.0,1.0,762.6446054083339,412307.63647285383,160.5973,6.226755
video_01,data/raw/test_video.mp4,config/test_video_params.json,77,2.7351,29.858562,480,600,center,1,240.0,255.236355,-15.236355,20.0,RETO,20.0,20.0,1,1,1,1,94.48340657785546,415.9893036080402,114.48340657785548,255.2363550929478,395.9893036080402,1.0,1.0,759.3293983455759,397293.5517648126,172.8037,5.786913
video_01,data/raw/test_video.mp4,config/test_video_params.json,78,2.768422,29.858562,480,600,center,1,240.0,255.713394,-15.713394,20.0,RETO,20.0,20.0,1,1,1,1,95.72310049837544,415.70368810039423,115.72310049837544,255.71339429938482,395.70368810039423,1.0,1.0,758.2131372567608,530697.5051787238,171.55,5.829204
video_01,data/raw/test_video.mp4,config/test_video_params.json,79,2.801744,29.858562,480,600,center,1,240.0,256.316653,-16.316653,20.0,RETO,20.0,20.0,1,1,1,1,97.04511046272776,415.588195901284,117.04511046272776,256.3166531820059,395.588195901284,1.0,1.0,760.3406151175411,999999.0,184.0229,5.434106
